,text,text_mark_rm,text_checked,text_len
91,기태영 물 좀 끄시죠. 아... 쫌...,기태영 물 좀 끄시죠 아 쫌,기태영 물 좀 끄시죠 아 좀,15
92,기태영님 수돗물 아껴주세여~로린이의 지구를 위해서~~,기태영님 수돗물 아껴주세여로린이의 지구를 위해서,기태영 님 수돗물 아껴주세요 소린이의 지구를 위해서,26
93,허세가 좀 있네,허세가 좀 있네,허세가 좀 있네,8
94,설겆이  세제 작업(?ㅋㅋ)하실땐 수돗물을 잠그고 해주심 어떨까요~  연옌 분들 유명인이셔서~ 티브에 비춰지는 모습이 시청자들에게 많은영향을 끼칠수도 있을거같아요^^,설겆이  세제 작업(ㅋㅋ)하실땐 수돗물을 잠그고 해주심 어떨까요  연옌 분들 유명인이셔서 티브에 비춰지는 모습이 시청자들에게 많은영향을 끼칠수도 있을거같아요,설거지  세제 작업(ㅋㅋ)하실땐 수돗물을 잠그고 해주심 어떨까요  연예인 분들 유명인이셔서 티브에 비치는 모습이 시청자들에게 많은 영향을 끼칠 수도 있을 거 같아요,87
95,기태영 좀 비호...감...,기태영 좀 비호감,기태영 좀 비호감,9
96,자랑만 하고 있네,자랑만 하고 있네,자랑만 하고 있네,9
97,기태영님 설겆이 하실때 수돗물도 아껴주세요~~,기태영님 설겆이 하실때 수돗물도 아껴주세요,기태영 님 설거지 하실 때 수돗물도 아껴주세요,23
98,노잼 일걸요 아마도 ㅋㅋㅋ,노잼 일걸요 아마도 ㅋㅋㅋ,나 잼일걸요 아마도 ㅋㅋㅋ,14
99,기태영 설겆이 하는데 진심 물 꺼주고 싶음,기태영 설겆이 하는데 진심 물 꺼주고 싶음,기태영 설거지 하는데 진심 물 꺼주고 싶음,23
100,명세빈씨 잼...무슨잼일까요....타이밍놓쳤어요ㅠ,명세빈씨 잼무슨잼일까요타이밍놓쳤어요ㅠ,명세빈 씨 잼 무슨 잼일까요 타이밍 놓쳤어요ㅠ,20
101,로린이 너무나도  귀요미~~로희도  너무나도 귀여워~~,로린이 너무나도  귀요미로희도  너무나도 귀여워,로렌이 너무나도  귀요미로희도  너무나도 귀여워,26
102,류솊이 나와주셔야 시청률 유지라도 했을텐데 안타까워요ㅜㅜ 가장 알찬 류솊님 기다립니다~,류솊이 나와주셔야 시청률 유지라도 했을텐데 안타까워요ㅜㅜ 가장 알찬 류솊님 기다립니다,류솊이 나와주셔야 시청률 유지라도 했을 텐데 안타까워요ㅜㅜ 가장 알찬 류솊님 기다립니다,47
103,류수영씨는 매주 나와도 될 수준인데 굳이 3주씩이나 뺄 필요가 있을까요? 류수영씨 파트만 시청률 1위던데 시청률 때문이라도 생각잘해서 판단하는게 좋을듯,류수영씨는 매주 나와도 될 수준인데 굳이 3주씩이나 뺄 필요가 있을까요 류수영씨 파트만 시청률 1위던데 시청률 때문이라도 생각잘해서 판단하는게 좋을듯,류수영 씨는 매주 나와도 될 수준인데 굳이 3주씩이나 뺄 필요가 있을까요 류수영 씨 파트만 시청률 1위던데 시청률 때문이라도 생각 잘 해서 판단하는 게 좋을 듯,83
104,류수영님 만큼 잘하는 사람이 어딨다고 하찹니까....3주 텀두고 나오시는거 같으니까 정확하지 않은 정보는 함부로 말하지 맙시다. 류님은 셰프처럼 심사를 봐도 무방한 편스토랑 피라미드 꼭대기인데 하차라니요. 혼자서도 이 방송 하나쯤은 끌고갈 수있는 분이예요 하차아닙니다.,류수영님 만큼 잘하는 사람이 어딨다고 하찹니까3주 텀두고 나오시는거 같으니까 정확하지 않은 정보는 함부로 말하지 맙시다 류님은 셰프처럼 심사를 봐도 무방한 편스토랑 피라미드 꼭대기인데 하차라니요 혼자서도 이 방송 하나쯤은 끌고갈 수있는 분이예요 하차아닙니다,류수영 님만큼 잘하는 사람이 어딨다고 하찹니까 3주 텀 두고 나오시는 거 같으니까 정확하지 않은 정보는 함부로 말하지 맙시다 류 님은 셰프처럼 심사를 봐도 무방한 편이 스토랑 피라미드 꼭대기인데 하차라니요 혼자서도 이 방송 하나쯤은 끌고 갈 수 있는 분이에요 하차 아닙니다,143
105,류수영 씨 하차아닌데;;;  이분땜에 재미보는데 하차시키겠음? 오히려 매달리고 매달려도 부족한 판이에요;;;,류수영 씨 하차아닌데;;;  이분땜에 재미보는데 하차시키겠음 오히려 매달리고 매달려도 부족한 판이에요;;;,류수영 씨 하차 아닌데;;;  이분 땜에 재미 보는데 하차시키겠음 오히려 매달리고 매달려도 부족한 판이에요;;;,59
106,류수영님 분량 얘기가 있기는 했지만 사람들 의견은 분량을 조절해달란거였지 하차시키란 얘기가 아닌거 같은데.... ㅡ.ㅡ 편스토랑 PD님 중간이 없는거 같음. 매번 극단적으로 반영하더라. 요리 경연 프로의 본질에 맞춰서 재밌게 짜달란 소린데,류수영님 분량 얘기가 있기는 했지만 사람들 의견은 분량을 조절해달란거였지 하차시키란 얘기가 아닌거 같은데 ㅡㅡ 편스토랑 PD님 중간이 없는거 같음 매번 극단적으로 반영하더라 요리 경연 프로의 본질에 맞춰서 재밌게 짜달란 소린데,류수영 님 분량 얘기가 있기는 했지만 사람들 의견은 분량을 조절해 달란 거였지 하차시키란 얘기가 아닌 거 같은데 ㅡㅡ 편이 스토랑 PD님 중간이 없는 거 같음 매번 극단적으로 반영하더라 요리 경연 프로의 본질에 맞춰서 재밌게 짜다란 소린데,126
107,어남선생님 어디가셨나요? 어남선생님께 요리 지식 배울거 많은데 몇주는 못보겠네(아쉽) 어남선생님 돌아와주이소,어남선생님 어디가셨나요 어남선생님께 요리 지식 배울거 많은데 몇주는 못보겠네(아쉽) 어남선생님 돌아와주이소,너 남선생님 어디 가셨나요 너 남선생님께 요리 지식 배울 거 많은데 몇 주는 못 보겠네(아 쉼) 너 남선생님 돌아와 주세요,59
108,이경규 이영자 이유리 김승수 이 라인업이 깔끔하게 좋음,이경규 이영자 이유리 김승수 이 라인업이 깔끔하게 좋음,이경규 이영자 이유리 김승수 이 라인업이 깔끔하게 좋음,30
109,"김재원님과 김이준, 볼려고 매주 기다리는데 어제도  못뵀습니다 ㅜ","김재원님과 김이준, 볼려고 매주 기다리는데 어제도  못뵀습니다 ㅜ","김재원 님과 김어준, 보려고 매주 기다리는데 어제도  못 뵀습니다 ㅜ",36
110,명세빈씨편 넘잼나요 김승수씨랑 함께출현해주세요,명세빈씨편 넘잼나요 김승수씨랑 함께출현해주세요,명세빈 씨 편 너무 재미나요 김승수 씨랑 함께 출현해주세요,25
111,이부부는 배우도가수도별로안좋아해서...다양한 분야섭외안하나요? 혼자살고 애없는 부부들은 보기 불편하네!,이부부는 배우도가수도별로안좋아해서다양한 분야섭외안하나요 혼자살고 애없는 부부들은 보기 불편하네!,이 부부는 배우도가 수도 별로 안 좋아해서 다양한 분야 섭외 안 하나요 혼자 살고 에 없는 부부들은 보기 불편하네!,53
112,편스토랑이 언제 슈돌로 바뀌었나요?,편스토랑이 언제 슈돌로 바뀌었나요,편드 토랑이 언제 슈도 라로 바뀌었나요,18
113,이유리 씨 또 안 나왔네ㅠㅠㅠ,이유리 씨 또 안 나왔네ㅠㅠㅠ,이유리 씨 또 안 나왔네ㅠㅠㅠ,16
114,툭하면 가족들 입에 달고 사는 유난떠는 연옌 안나오니까 피로감도 덜하고 조용하고 좋네. 김승수 님도 좋았는데 명세빈님까지 타율 좋은듯. 그런데 영자누님 유리누나는 왜 안나옴?,툭하면 가족들 입에 달고 사는 유난떠는 연옌 안나오니까 피로감도 덜하고 조용하고 좋네 김승수 님도 좋았는데 명세빈님까지 타율 좋은듯 그런데 영자누님 유리누나는 왜 안나옴,툭하면 가족들 입에 달고 사는 유난 떠는 연예인 안 나오니까 피로감도 덜하고 조용하고 좋네 김승수 님도 좋았는데 명세빈 님까지 타율 좋은 듯 그런데 영자 누님 유리 누나는 왜 안 나옴,94
115,명세빈 뭔가 순수해 보이네요 ㅎ 꽃만두 따라해보고 싶음,명세빈 뭔가 순수해 보이네요 ㅎ 꽃만두 따라해보고 싶음,명세빈 뭔가 순수해 보이네요 ㅎ 꽃만 더 따라 해보고 싶음,30
116,역시 류수영편이 젤 현실적이고 배울점이 많은듯..젤 재밌고,역시 류수영편이 젤 현실적이고 배울점이 많은듯젤 재밌고,역시 류수영 편이 젤 현실적이고 배울 점이 많은 듯 제 재밌고,30
117,명세빈 님 너무 예쁘심,명세빈 님 너무 예쁘심,명세빈 님 너무 예쁘심,12
118,김승수 명세빈 님 같이 나오셨음 더 좋았을걸,김승수 명세빈 님 같이 나오셨음 더 좋았을걸,김승수 명세빈 님 같이 나오셨음 더 좋았을걸,24
119,승수님 계속 나오게 해주세요너무 매력있습니다,승수님 계속 나오게 해주세요너무 매력있습니다,승수님 계속 나오게 해주세요 너무 매력 있습니다,24
120,저저번주 부턴가 현영씨 나올때마다 채널 돌리게 돼요.. ㅠ 갠적으로 안티도 아닌데 웬지 그래요ㅠ,저저번주 부턴가 현영씨 나올때마다 채널 돌리게 돼요 ㅠ 갠적으로 안티도 아닌데 웬지 그래요ㅠ,저 저번 주부턴가 현영 씨 나올 때마다 채널 돌리게 돼요 ㅠ 개인적으로 안티도 아닌데 왠지 그래요ㅠ,51
121,투머치토커가 재미라도 있음 볼만했을 텐데 눈치없이 지루하게 말이 많은걸 분량이라고 쉽게 내보내니까 프로그램이 색도 잃고 재미도 없고... 팬하 시작하면 더 내리막 타겠지만 팬하 탓 할거없이 걍 이정도인 거. 담백했던 초반 분위기가 그립다ㅜ,투머치토커가 재미라도 있음 볼만했을 텐데 눈치없이 지루하게 말이 많은걸 분량이라고 쉽게 내보내니까 프로그램이 색도 잃고 재미도 없고 팬하 시작하면 더 내리막 타겠지만 팬하 탓 할거없이 걍 이정도인 거 담백했던 초반 분위기가 그립다ㅜ,투 머치 토커가 재미라도 있으면 볼만했을 텐데 눈치 없이 지루하게 말이 많은 걸 분량이라고 쉽게 내보내니까 프로그램이 색도 잃고 재미도 없고 패하 시작하면 더 내리막 타겠지만 패하 탓할 거 없이 그냥 이 정도인 거 담백했던 초반 분위기가 그립다ㅜ,129
122,가족들이 보면서 박하선은 왜 얼굴을 가리는건지 동시에 한마디씩.,가족들이 보면서 박하선은 왜 얼굴을 가리는건지 동시에 한마디씩,가족들이 보면서 박하선은 왜 얼굴을 가리는 건지 동시에 한마디씩,34
123,진심 분량 너무 합니다. 아무리 말해도 듣지도 않고 류수영님만 너무 나옵니다. 그 분을 싫어하는건 아닌데 좀 골고루 나눠줬으면 해서 이곳에다 아무리 적어도 들을 생각도 안하는 제작진... 갠적으로 출연자 한분만을 보기위해 보시는 분들도 꽤 계실텐데 자꾸 이런식으로 하면 그런 분들 다 떠나실거 같아요. 저도 요즘 느끼구요 굳이 본방으로 봐야하나 다시보기하는게 나은느낌,진심 분량 너무 합니다 아무리 말해도 듣지도 않고 류수영님만 너무 나옵니다 그 분을 싫어하는건 아닌데 좀 골고루 나눠줬으면 해서 이곳에다 아무리 적어도 들을 생각도 안하는 제작진 갠적으로 출연자 한분만을 보기위해 보시는 분들도 꽤 계실텐데 자꾸 이런식으로 하면 그런 분들 다 떠나실거 같아요 저도 요즘 느끼구요 굳이 본방으로 봐야하나 다시보기하는게 나은느낌,진심 분량 너무 합니다 아무리 말해도 듣지도 않고 류수영 님만 너무 나옵니다 그분을 싫어하는 건 아닌데 좀 골고루 나눠줬으면 해서 이곳에다 아무리 적어도 들을 생각도 안 하는 제작진 개인적으로 출연자 한 분만을 보기 위해 보시는 분들도 꽤 계실 텐데 자꾸 이런 식으로 하면 그런 분들 다 떠나실 거 같아요 저도 요즘 느끼고요 굳이 본방으로 봐야 하나 다시 보기 하는 게 나은 느낌,199
124,현영씨 나오실때마다 흐름이 끊깁니다,현영씨 나오실때마다 흐름이 끊깁니다,현영 씨 나오실 때마다 흐름이 끊깁니다,19
125,이유리 고생했네 계단 계속 오르내리고 보기만 해도 내가 다 힘든 느낌.. 시안이 보면 부모가 예절교육을 안 시키나 봄 옆에서 주의도 안주고 가만히 있네 8살짜리 애인데 보면 정색하게 됨 요리프로그램 나오고 같이 만들면서 먹는건데 시키는 거라고 할거면 애초에 나오질 말든가 계단 오르내리면서 가르치고 있는데 이상한 아줌마라니 학교에서도 친구들한테 그럴듯 보면서 느낀건 이유리가 너무 착한것 같음 요리 망쳐놓은거 살리면서 기분 나쁜 티도 안내고 끝까지 또 올거냐고 말 걸어주고 기뻐하는거 보면 천사네 그냥,이유리 고생했네 계단 계속 오르내리고 보기만 해도 내가 다 힘든 느낌 시안이 보면 부모가 예절교육을 안 시키나 봄 옆에서 주의도 안주고 가만히 있네 8살짜리 애인데 보면 정색하게 됨 요리프로그램 나오고 같이 만들면서 먹는건데 시키는 거라고 할거면 애초에 나오질 말든가 계단 오르내리면서 가르치고 있는데 이상한 아줌마라니 학교에서도 친구들한테 그럴듯 보면서 느낀건 이유리가 너무 착한것 같음 요리 망쳐놓은거 살리면서 기분 나쁜 티도 안내고 끝까지 또 올거냐고 말 걸어주고 기뻐하는거 보면 천사네 그냥,이유리 고생했네 계단 계속 오르내리고 보기만 해도 내가 다 힘든 느낌 시안이 보면 부모가 예절교육을 안 시키나 봄 옆에서 주의도 안 주고 가만히 있네 8살짜리 애인데 보면 정색하게 됨 요리 프로그램 나오고 같이 만들면서 먹는 건데 시키는 거라고 할 거면 애초에 나오질 말든가 계단 오르내리면서 가르치고 있는데 이상한 아줌마라니 학교에서도 친구들한테 그럴 듯 보면서 느낀 건 이유리가 너무 착한 것 같음 요리 망쳐놓은 거 살리면서 기분 나쁜 티도 안 내고 끝까지 또 올 거냐고 말 걸어주고 기뻐하는 거 보면 천사네 그냥,278
